timestamp,origin,destination,distance_km,duration_normal_min,duration_traffic_min,delay_min,hour,day_of_week,is_weekend,temperature,wind,rain
2026-03-18 13:59:59,"Zahir Pajaziti, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",1.9,8.32,8.55,0.23,13,2,0,8.62,6.17,0
2026-03-18 14:00:02,"Maklleshi, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.62,12.9,18.13,5.23,14,2,0,8.62,6.17,0
2026-03-18 14:00:05,"Prishtine Center, Prishtine, Kosovo","Albi Mall, Prishtine, Kosovo",5.52,17.67,23.18,5.52,14,2,0,8.62,6.17,0
2026-03-18 14:00:08,"Albi Mall, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",0.97,3.4,4.18,0.78,14,2,0,8.62,6.17,0
2026-03-18 14:00:11,"Albi Mall, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.57,8.18,8.92,0.73,14,2,0,8.62,6.17,0
2026-03-18 14:00:13,"Prishtine Center, Prishtine, Kosovo","Grand Prishtina Mall, Prishtine, Kosovo",12.96,21.58,28.07,6.48,14,2,0,8.62,6.17,0
2026-03-18 14:00:15,"Grand Prishtina Mall, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",10.7,13.92,19.23,5.32,14,2,0,8.62,6.17,0
2026-03-18 14:00:18,"Prishtine Center, Prishtine, Kosovo","Prishtina e RE, Prishtine, Kosovo",3.64,11.9,18.38,6.48,14,2,0,8.62,6.17,0
2026-03-18 14:00:23,"Prishtina e RE, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.82,10.32,14.03,3.72,14,2,0,8.62,6.17,0
2026-03-18 14:00:25,"Qafa, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.28,5.72,6.18,0.47,14,2,0,8.62,6.17,0
2026-03-18 14:00:27,"Prishtine Hospital, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:00:29,"University of Prishtina, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:00:31,"Prishtina Airport, Kosovo","Prishtine Center, Prishtine, Kosovo",26.21,30.9,32.93,2.03,14,2,0,8.62,6.17,0
2026-03-18 14:00:34,"Germia Park, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.46,11.27,14.6,3.33,14,2,0,8.62,6.17,0
2026-03-18 14:00:36,"Prishtine Center, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",4.51,11.42,14.48,3.07,14,2,0,8.62,6.17,0
2026-03-18 14:00:38,"Bregu i Diellit, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",5.13,12.72,13.6,0.88,14,2,0,8.62,6.17,0
2026-03-18 14:00:40,"Germia Park, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",4.92,11.57,12.78,1.22,14,2,0,8.62,6.17,0
2026-03-18 14:00:42,"Bregu i Diellit, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",2.62,8.68,11.5,2.82,14,2,0,8.62,6.17,0
2026-03-18 14:00:45,"Maklleshi, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:00:54,"Fushe Kosove, Kosovo","Prishtine Center, Prishtine, Kosovo",7.66,21.38,26.95,5.57,14,2,0,8.62,6.17,0
2026-03-18 14:00:56,"Veternik, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",5.25,14.22,22.93,8.72,14,2,0,8.62,6.17,0
2026-03-18 14:01:05,"Kalabria, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.28,12.43,15.22,2.78,14,2,0,8.62,6.17,0
2026-03-18 14:01:07,"Arberia, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.96,6.63,8.23,1.6,14,2,0,8.62,6.17,0
2026-03-18 14:01:11,"Emshir, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.28,12.43,15.17,2.73,14,2,0,8.62,6.17,0
2026-03-18 14:01:13,"Gazi Rada, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",3.31,12.4,20.58,8.18,14,2,0,8.62,6.17,0
2026-03-18 14:01:15,"Zahir Pajaziti, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.16,5.38,7.75,2.37,14,2,0,8.62,6.17,0
2026-03-18 14:01:20,"Sunny Hill, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",2.52,8.02,11.02,3.0,14,2,0,8.62,6.17,0
2026-03-18 14:01:24,"Maklleshi, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:01:26,"Lisja, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:01:28,"Prishtine Center, Prishtine, Kosovo","Fushe Kosove, Kosovo",7.42,17.6,27.83,10.23,14,2,0,8.62,6.17,0
2026-03-18 14:01:30,"Prishtine Center, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",5.13,16.05,23.2,7.15,14,2,0,8.62,6.17,0
2026-03-18 14:01:35,"Prishtine Center, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",4.61,12.83,18.22,5.38,14,2,0,8.62,6.17,0
2026-03-18 14:01:38,"Prishtine Center, Prishtine, Kosovo","Arberia, Prishtine, Kosovo",1.8,5.9,8.35,2.45,14,2,0,8.62,6.17,0
2026-03-18 14:01:44,"Prishtine Center, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.61,12.83,18.02,5.18,14,2,0,8.62,6.17,0
2026-03-18 14:01:49,"Prishtine Center, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.92,10.65,15.22,4.57,14,2,0,8.62,6.17,0
2026-03-18 14:01:52,"Prishtine Center, Prishtine, Kosovo","Zahir Pajaziti, Prishtine, Kosovo",1.15,4.68,5.75,1.07,14,2,0,8.62,6.17,0
2026-03-18 14:01:54,"Prishtine Center, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",2.65,8.27,9.23,0.97,14,2,0,8.62,6.17,0
2026-03-18 14:02:00,"Prishtine Center, Prishtine, Kosovo","Maklleshi, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:02:02,"Prishtine Center, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:02:04,"Dardania, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",1.0,3.15,3.55,0.4,14,2,0,8.62,6.17,0
2026-03-18 14:02:13,"Ulpiana, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",2.39,8.67,7.73,-0.93,14,2,0,8.62,6.17,0
2026-03-18 14:02:15,"Dardania, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",2.92,6.25,8.08,1.83,14,2,0,8.62,6.17,0
2026-03-18 14:02:17,"Arberia, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",3.6,12.57,16.12,3.55,14,2,0,8.62,6.17,0
2026-03-18 14:02:20,"Emshir, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.3,5.27,7.82,2.55,14,2,0,8.62,6.17,0
2026-03-18 14:02:23,"Gazi Rada, Prishtine, Kosovo","Zahir Pajaziti, Prishtine, Kosovo",3.1,14.43,18.75,4.32,14,2,0,8.62,6.17,0
2026-03-18 14:02:25,"Sunny Hill, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",2.97,9.85,10.47,0.62,14,2,0,8.62,6.17,0
2026-03-18 14:02:27,"Maklleshi, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.92,10.65,14.98,4.33,14,2,0,8.62,6.17,0
2026-03-18 14:02:29,"Lisja, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",2.65,8.27,9.05,0.78,14,2,0,8.62,6.17,0
2026-03-18 14:02:31,"Veternik, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",3.91,8.77,11.5,2.73,14,2,0,8.62,6.17,0
2026-03-18 14:02:35,"Arberia, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",3.98,14.17,18.23,4.07,14,2,0,8.62,6.17,0
2026-03-18 14:02:38,"Dardania, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.09,7.37,8.9,1.53,14,2,0,8.62,6.17,0
2026-03-18 14:02:40,"Zahir Pajaziti, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",1.9,8.32,8.52,0.2,14,2,0,8.62,6.17,0
2026-03-18 14:02:45,"Maklleshi, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.62,12.9,17.67,4.77,14,2,0,8.62,6.17,0
2026-03-18 14:03:09,"Prishtine Center, Prishtine, Kosovo","Albi Mall, Prishtine, Kosovo",5.99,19.05,23.08,4.03,14,2,0,8.62,6.17,0
2026-03-18 14:03:18,"Albi Mall, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",0.97,3.4,4.25,0.85,14,2,0,8.62,6.17,0
2026-03-18 14:03:21,"Albi Mall, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.57,8.18,8.5,0.32,14,2,0,8.62,6.17,0
2026-03-18 14:03:26,"Prishtine Center, Prishtine, Kosovo","Grand Prishtina Mall, Prishtine, Kosovo",13.44,22.97,27.85,4.88,14,2,0,8.62,6.17,0
2026-03-18 14:03:28,"Grand Prishtina Mall, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",10.78,14.03,19.7,5.67,14,2,0,8.62,6.17,0
2026-03-18 14:03:30,"Prishtine Center, Prishtine, Kosovo","Prishtina e RE, Prishtine, Kosovo",3.64,11.9,18.67,6.77,14,2,0,8.62,6.17,0
2026-03-18 14:03:32,"Prishtina e RE, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.82,10.32,12.93,2.62,14,2,0,8.62,6.17,0
2026-03-18 14:03:34,"Qafa, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.28,5.72,5.98,0.27,14,2,0,8.62,6.17,0
2026-03-18 14:03:38,"Prishtine Hospital, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:03:43,"University of Prishtina, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:03:45,"Prishtina Airport, Kosovo","Prishtine Center, Prishtine, Kosovo",19.61,28.53,38.07,9.53,14,2,0,8.62,6.17,0
2026-03-18 14:03:47,"Germia Park, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.46,11.27,14.63,3.37,14,2,0,8.62,6.17,0
2026-03-18 14:03:49,"Prishtine Center, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",4.51,11.42,14.25,2.83,14,2,0,8.62,6.17,0
2026-03-18 14:03:52,"Bregu i Diellit, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",5.13,12.72,14.15,1.43,14,2,0,8.62,6.17,0
2026-03-18 14:03:54,"Germia Park, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",4.92,11.57,12.87,1.3,14,2,0,8.62,6.17,0
2026-03-18 14:03:57,"Bregu i Diellit, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",2.62,8.68,11.42,2.73,14,2,0,8.62,6.17,0
2026-03-18 14:03:59,"Maklleshi, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:04:01,"Fushe Kosove, Kosovo","Prishtine Center, Prishtine, Kosovo",7.7,20.42,25.55,5.13,14,2,0,8.62,6.17,0
2026-03-18 14:04:03,"Veternik, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",5.25,14.22,21.82,7.6,14,2,0,8.62,6.17,0
2026-03-18 14:04:05,"Kalabria, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.28,12.43,14.78,2.35,14,2,0,8.62,6.17,0
2026-03-18 14:04:10,"Arberia, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.96,6.63,8.13,1.5,14,2,0,8.62,6.17,0
2026-03-18 14:04:14,"Emshir, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.28,12.43,14.78,2.35,14,2,0,8.62,6.17,0
2026-03-18 14:04:16,"Gazi Rada, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",3.63,13.4,18.38,4.98,14,2,0,8.62,6.17,0
2026-03-18 14:04:18,"Zahir Pajaziti, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.16,5.38,7.67,2.28,14,2,0,8.62,6.17,0
2026-03-18 14:04:20,"Sunny Hill, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",2.52,8.02,10.82,2.8,14,2,0,8.62,6.17,0
2026-03-18 14:04:22,"Maklleshi, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:04:31,"Lisja, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,14,2,0,8.62,6.17,0
2026-03-18 14:04:33,"Prishtine Center, Prishtine, Kosovo","Fushe Kosove, Kosovo",7.43,17.67,27.78,10.12,14,2,0,8.62,6.17,0
